Base,Dirección,Colonia,m2,Clasif.,Antigüedad,Clasif.,Elev,Est,Rec,Bañ,"Interior 
Exteriror",Balcón,Roof privado/ Patio interior,m2 Roof privado/ Patio interior,Amenidades,Bodega,Cuarto de servicio,Jaula de tendido,Seguridad,Costo Mantenimiento,Precio de venta,Sin Estacionamiento,$/m2,$/m2 (-5%),$/m2 sin est,Link
Remax,Av. Ejercito Nacional ,Granada,107,3,,,,1,2,2,,,,,,,,,,,"$4,500,000","$4,377,179","$42,056","$39,953","$40,908",https://remax.com.mx/propiedad/498708
Remax,Av. Universidad,Barrio Oxtopulco Universidad,60,1,,,,1,2,2,,,,,,,,,,,"$4,500,000","$4,377,179","$75,000","$71,250","$72,953",https://remax.com.mx/propiedad/497293
Remax,Yosemite,Napoles,90,2,,,,2,2,2,,,,,,,,,,,"$4,500,000","$4,377,179","$50,000","$47,500","$48,635",https://remax.com.mx/propiedad/492780
Remax,Town House ,Contadero,150,4,,,,2,2,2,,,,,,,,,,,"$4,500,000","$4,377,179","$30,000","$28,500","$29,181",https://remax.com.mx/propiedad/489227
Remax,Gutiérrez Zamora,Las aguilas,80,2,,,,2,2,2,,,,,,,,,,,"$4,500,000","$4,377,179","$56,250","$53,438","$54,715",https://remax.com.mx/propiedad/488469
Remax,Navio,Bosque de las Lomas,81,2,,,,1,2,2,,,,,,,,,,,"$4,500,000","$4,377,179","$55,556","$52,778","$54,039",https://remax.com.mx/propiedad/485653
Remax,Fresales,Villa del Puente,160,4,,,,2,2,2.5,,,,,,,,,,,"$4,500,000","$4,377,179","$28,125","$26,719","$27,357",https://remax.com.mx/propiedad/478944
Remax,Miami,Napoles,78,2,,,,1,2,2,,,,,,,,,,,"$4,500,000","$4,377,179","$57,692","$54,808","$56,118",https://remax.com.mx/propiedad/425327
Remax,Castaña ,Nueva Santa Maria,133,4,,,,2,3,2,,,,,,,,,,,"$4,550,000","$4,427,179","$34,154","$32,446","$33,232",https://remax.com.mx/propiedad/467715
Remax,Avenida De Las Torres,Torres de Potrero,102,3,,,,2,2,2,,,,,,,,,,,"$4,550,000","$4,427,179","$44,608","$42,377","$43,404",https://remax.com.mx/propiedad/505667
Remax,Avenida Cuauhtémoc ,Letran Valle,83,2,,,,1,2,2,,,,,,,,,,,"$4,550,000","$4,427,179","$54,819","$52,078","$53,340",https://remax.com.mx/propiedad/499328
Remax,Av Revolucion,San Pedro de los Pinos,95,3,,,,1,2,2,,,,,,,,,,,"$4,595,000","$4,472,179","$48,368","$45,950","$47,076",https://remax.com.mx/propiedad/455480
Remax,Tlacoquemécatl,Del Valle Centro,90,2,,,,1,2,2,,,,,,,,,,,"$4,600,000","$4,477,179","$51,111","$48,556","$49,746",https://remax.com.mx/propiedad/482374
Remax,Boulevard Manuel Ávila Camacho,Lomas Hermosa,83,2,,,,2,2,2.5,,,,,,,,,,,"$4,600,000","$4,477,179","$55,422","$52,651","$53,942",https://remax.com.mx/propiedad/481979
Remax,"Boulevard Adolfo López Mateos   "" Vista San Angel """,Los Alpes,85,2,,,,2,2,2.5,,,,,,,,,,,"$4,600,000","$4,477,179","$54,118","$51,412","$52,673",https://remax.com.mx/propiedad/500431
Remax,Saltillo,Hipodromo Condesa,120,3,,,,1,3,2,,,,,,,,,,,"$4,600,000","$4,477,179","$38,333","$36,417","$37,310",https://remax.com.mx/propiedad/499952
Remax,Francisco Benítez,Progreso Tizapan,95,3,,,,2,2,2,,,,,,,,,,,"$4,600,000","$4,477,179","$48,421","$46,000","$47,128",https://remax.com.mx/propiedad/499463
Remax,Nueva York,Napoles,76,2,,,,2,2,2,,,,,,,,,,,"$4,600,000","$4,477,179","$60,550","$57,523","$58,934",https://remax.com.mx/propiedad/499327
Remax,Av Popocatépetl,Xoco,105,3,,,,3,2,2,,,,,,,,,,,"$4,600,000","$4,477,179","$43,810","$41,619","$42,640",https://remax.com.mx/propiedad/403483
Remax,Gabriel Mancera,Del Valle Sur,108,3,,,,1,3,2.5,,,,,,,,,,,"$4,600,000","$4,477,179","$42,593","$40,463","$41,455",https://remax.com.mx/propiedad/477256
Remax,Prolongación Av. Juarez,Cuajimalpa,115,3,,,,2,2,2.5,,,,,,,,,,,"$4,600,000","$4,477,179","$40,000","$38,000","$38,932",https://remax.com.mx/propiedad/461646
Remax,Lago Andromaco,Granada,73,2,,,,2,2,1,,,,,,,,,,,"$4,600,000","$4,477,179","$63,014","$59,863","$61,331",https://remax.com.mx/propiedad/452812
Remax,Kansas,Ampliacion Napoles,70,2,,,,,2,2,,,,,,,,,,,"$4,612,000","$4,489,179","$65,886","$62,591","$64,131",https://remax.com.mx/propiedad/471143
Remax,Casas Grandes ,Narvarte Oriente,101,3,,,,2,2,2,,,,,,,,,,,"$4,634,850","$4,512,029","$46,072","$43,768","$44,851",https://remax.com.mx/propiedad/477486
Remax,Felipe Carrillo Puerto,Anahuac I Seccion,107,3,,,,2,3,3.5,,,,,,,,,,,"$4,654,000","$4,531,179","$43,675","$41,491","$42,522",https://remax.com.mx/propiedad/503698
Remax,Gabriel Mancera,Del Valle Centro,90,2,,,,2,2,2,,,,,,,,,,,"$4,657,500","$4,534,679","$51,750","$49,163","$50,385",https://remax.com.mx/propiedad/471141
Remax,Av. Paseo De La Reforma,Morelos,65,1,,,,1,2,2,,,,,,,,,,,"$4,700,000","$4,577,179","$72,868","$69,225","$70,964",https://remax.com.mx/propiedad/460578
Remax,Providencia ,Del Valle Centro,125,3,,,,2,3,2,,,,,,,,,,,"$4,700,000","$4,577,179","$37,600","$35,720","$36,617",https://remax.com.mx/propiedad/497747
Remax,Matías Romero,Del Valle Centro,175,0,,,,1,3,2,,,,,,,,,,,"$4,700,000","$4,577,179","$26,857","$25,514","$26,155",https://remax.com.mx/propiedad/496194
Remax,"Avenida Prolongación Paseo De La Reforma "" Vía Santa Fe """,Lomas de Santa Fe,90,2,,,,2,2,2,,,,,,,,,,,"$4,700,000","$4,577,179","$52,222","$49,611","$50,858",https://remax.com.mx/propiedad/494159
Remax,21 De Marzo,Cuajimalpa,138,4,,,,2,2,3.5,,,,,,,,,,,"$4,700,000","$4,577,179","$34,058","$32,355","$33,168",https://remax.com.mx/propiedad/488895
Remax,Romero De Terreros,Narvarte Poniente,123,3,,,,,2,2.5,,,,,,,,,,,"$4,700,000","$4,577,179","$38,211","$36,301","$37,213",https://remax.com.mx/propiedad/476552
Remax,Av. Popocatepetl 474,Xoco,96,3,,,,2,3,2.5,,,,,,,,,,,"$4,700,000","$4,577,179","$48,958","$46,510","$47,679",https://remax.com.mx/propiedad/449060
Remax,Río Lerma,Cuauhtemoc,70,2,,,,1,1,1,,,,,,,,,,,"$4,720,000","$4,597,179","$67,429","$64,057","$65,674",https://remax.com.mx/propiedad/491459
Remax,Nativitas 101,Nativitas,105,3,,,,1,2,2,,,,,,,,,,,"$4,725,000","$4,602,179","$45,000","$42,750","$43,830",https://remax.com.mx/propiedad/405260
Remax,Aguascalientes,Roma Sur,70,2,,,,0,2,2,,,,,,,,,,,"$4,734,300","$4,611,479","$67,440","$64,068","$65,691",https://remax.com.mx/propiedad/493014
Remax,Quetzal,Las aguilas,100,3,,,,1,2,2,,,,,,,,,,,"$4,750,000","$4,627,179","$47,500","$45,125","$46,272",https://remax.com.mx/propiedad/445996
Remax,Calzada De Tlalpan,Pueblo de Santa ursula Coapa,116,3,,,,2,3,2,,,,,,,,,,,"$4,750,000","$4,627,179","$40,948","$38,901","$39,889",https://remax.com.mx/propiedad/495259
Remax,Be Grand Coyoacan Calz.De Tlalpan ,El Reloj,110,3,,,,2,3,2,,,,,,,,,,,"$4,750,000","$4,627,179","$43,182","$41,023","$42,065",https://remax.com.mx/propiedad/494535
Remax,Boulevard Manuel Ávila Camacho,Periodista,83,2,,,,2,2,2,,,,,,,,,,,"$4,750,000","$4,627,179","$57,229","$54,367","$55,749",https://remax.com.mx/propiedad/475297
Remax,Miami,Napoles,88,2,,,,1,2,2,,,,,,,,,,,"$4,750,000","$4,627,179","$54,100","$51,395","$52,701",https://remax.com.mx/propiedad/425315
Remax,Altadena,Napoles,65,1,,,,2,2,1,,,,,,,,,,,"$4,750,000","$4,627,179","$73,077","$69,423","$71,187",https://remax.com.mx/propiedad/460418
Remax,Casas Grandes,Narvarte Poniente,108,3,,,,2,3,2,,,,,,,,,,,"$4,782,000","$4,659,179","$44,278","$42,064","$43,141",https://remax.com.mx/propiedad/494527
Remax,Periferico Sur,Pedregal de Carrasco,124,3,,,,2,3,2,,,,,,,,,,,"$4,800,000","$4,677,179","$38,710","$36,774","$37,719",https://remax.com.mx/propiedad/499476
Remax,Av. México Coyoacán,Xoco,89,2,,,,2,2,2,,,,,,,,,,,"$4,800,000","$4,677,179","$54,176","$51,467","$52,790",https://remax.com.mx/propiedad/492951
Remax,Moras,Acacias,105,3,,,,1,2,2,,,,,,,,,,,"$4,800,000","$4,677,179","$45,714","$43,429","$44,545",https://remax.com.mx/propiedad/478518
Remax,Presidentes,Portales Norte,101,3,,,,2,2,2,,,,,,,,,,,"$4,817,100","$4,694,279","$47,515","$45,140","$46,304",https://remax.com.mx/propiedad/488450
Remax,Anaxagoras,Narvarte Poniente,95,3,,,,2,2,2,,,,,,,,,,,"$4,830,000","$4,707,179","$50,842","$48,300","$49,549",https://remax.com.mx/propiedad/495648
Remax,Progreso,Escandon I Seccion,69,2,,,,,2,2,,,,,,,,,,,"$4,835,000","$4,712,179","$70,072","$66,569","$68,292",https://remax.com.mx/propiedad/468839
Remax,Mier Y Pesado ,Del Valle Centro,117,3,,,,1,2,2,,,,,,,,,,,"$4,850,000","$4,727,179","$41,453","$39,380","$40,403",https://remax.com.mx/propiedad/504478
Remax,Castillo Ledon,Cuajimalpa,117,3,,,,2,2,2.5,,,,,,,,,,,"$4,850,000","$4,727,179","$41,365","$39,296","$40,317",https://remax.com.mx/propiedad/460334
Remax,Salvador Alvarado ,Escandon I Seccion,90,2,,,,2,2,2.5,,,,,,,,,,,"$4,855,000","$4,732,179","$53,944","$51,247","$52,580",https://remax.com.mx/propiedad/449553
Remax,Castillo Ledon,Cuajimalpa,122,3,,,,2,3,2.5,,,,,,,,,,,"$4,860,000","$4,737,179","$39,964","$37,966","$38,954",https://remax.com.mx/propiedad/460251
Remax,Holbein,Ciudad de los Deportes,88,2,,,,1,2,2,,,,,,,,,,,"$4,867,491","$4,744,670","$55,312","$52,547","$53,917",https://remax.com.mx/propiedad/488808
Remax,Holbein,Ciudad de los Deportes,82,2,,,,2,2,2,,,,,,,,,,,"$4,880,000","$4,757,179","$59,512","$56,537","$58,014",https://remax.com.mx/propiedad/470724
Remax,Nebraska ,Napoles,88,2,,,,2,2,2,,,,,,,,,,,"$4,884,000","$4,761,179","$55,500","$52,725","$54,104",https://remax.com.mx/propiedad/478925
Remax, Rio Rhin ,Cuauhtemoc,70,2,,,,1,2,2,,,,,,,,,,,"$4,885,000","$4,762,179","$69,786","$66,296","$68,031",https://remax.com.mx/propiedad/402131
Remax,Av Gabriel Mancera ,Del Valle Centro,95,3,,,,2,2,2,,,,,,,,,,,"$4,892,500","$4,769,679","$51,500","$48,925","$50,207",https://remax.com.mx/propiedad/478912
Remax,Av Gabriel Mancera ,Del Valle Centro,90,2,,,,2,2,2,,,,,,,,,,,"$4,892,500","$4,769,679","$54,361","$51,643","$52,996",https://remax.com.mx/propiedad/478913
Remax,Gabriel Mancera,Del Valle Centro,95,3,,,,2,2,2,,,,,,,,,,,"$4,892,500","$4,769,679","$51,500","$48,925","$50,207",https://remax.com.mx/propiedad/471134
Remax,San Antonio,Napoles,83,2,,,,1,2,2,,,,,,,,,,,"$4,895,000","$4,772,179","$58,976","$56,027","$57,496",https://remax.com.mx/propiedad/504614
Remax,Ejercito Nacional,Granada,64,1,,,,1,1,1,,,,,,,,,,,"$4,899,000","$4,776,179","$76,547","$72,720","$74,628",https://remax.com.mx/propiedad/497110
Remax,Avenida Revolución ,Santa Maria Nonoalco,105,3,,,,2,3,2,,,,,,,,,,,"$4,900,000","$4,777,179","$46,667","$44,333","$45,497",https://remax.com.mx/propiedad/504184
Remax,"Prolongación Paseo De La Reforma  "" The Point """,Santa Fe,108,3,,,,2,2,2,,,,,,,,,,,"$4,900,000","$4,777,179","$45,370","$43,102","$44,233",https://remax.com.mx/propiedad/504291
Remax,Av. Popocatépetl ,Xoco,100,3,,,,2,2,2,,,,,,,,,,,"$4,900,000","$4,777,179","$49,000","$46,550","$47,772",https://remax.com.mx/propiedad/500075
Remax,Patricio Sanz,Del Valle Sur,130,3,,,,1,3,3,,,,,,,,,,,"$4,900,000","$4,777,179","$37,692","$35,808","$36,748",https://remax.com.mx/propiedad/472920
Remax,Secretaria De Marina,Lomas del Chamizal,120,3,,,,3,2,2,,,,,,,,,,,"$4,900,000","$4,777,179","$40,833","$38,792","$39,810",https://remax.com.mx/propiedad/498736
Remax,Marina Nacional ,Tacuba,98,3,,,,2,2,2,,,,,,,,,,,"$4,900,000","$4,777,179","$50,205","$47,695","$48,947",https://remax.com.mx/propiedad/498442
Remax,"Carretera Mexico Toluca  "" Stampa """,Contadero,120,3,,,,2,2,2,,,,,,,,,,,"$4,900,000","$4,777,179","$40,833","$38,792","$39,810",https://remax.com.mx/propiedad/496251
Remax,Lago Andromaco ,Granada,62,1,,,,2,2,1,,,,,,,,,,,"$4,900,000","$4,777,179","$79,032","$75,081","$77,051",https://remax.com.mx/propiedad/495320
Remax,Georgia,Napoles,97,3,,,,2,3,2,,,,,,,,,,,"$4,900,000","$4,777,179","$50,515","$47,990","$49,249",https://remax.com.mx/propiedad/492979
Remax,Carretera México Toluca  Be Grand Contadero,Contadero,97,3,,,,2,2,2,,,,,,,,,,,"$4,900,000","$4,777,179","$50,432","$47,911","$49,168",https://remax.com.mx/propiedad/486568
Remax,Av Coyoacan,Del Valle Centro,130,3,,,,2,2,2,,,,,,,,,,,"$4,900,000","$4,777,179","$37,692","$35,808","$36,748",https://remax.com.mx/propiedad/463556
Remax,Guanajuato ,Roma Norte,117,3,,,,2,2,2,,,,,,,,,,,"$4,900,000","$4,777,179","$41,880","$39,786","$40,831",https://remax.com.mx/propiedad/471899
Remax,Mariano Escobedo,Granada,106,3,,,,1,3,2,,,,,,,,,,,"$4,900,000","$4,777,179","$46,226","$43,915","$45,068",https://remax.com.mx/propiedad/459828
Remax,Av. Coyoacán,Del Valle Centro,130,3,,,,2,2,2.5,,,,,,,,,,,"$4,900,000","$4,777,179","$37,692","$35,808","$36,748",https://remax.com.mx/propiedad/466273
Remax,Angel Urraza,Vertiz Narvarte,80,2,,,,2,2,2,,,,,,,,,,,"$4,927,100","$4,804,279","$61,589","$58,509","$60,053",https://remax.com.mx/propiedad/456868
Remax,"Claveria, Norte 87 A ",Claveria,101,3,,,,1,2,2,,,,,,,,,,,"$4,943,000","$4,820,179","$48,941","$46,494","$47,725",https://remax.com.mx/propiedad/480256
Remax,Lago Andrómaco,Ampliacion Granada,78,2,,,,2,2,2,,,,,,,,,,,"$4,949,000","$4,826,179","$63,449","$60,276","$61,874",https://remax.com.mx/propiedad/482381
Remax,Benjamín Franklin,Escandon I Seccion,120,3,,,,1,3,2,,,,,,,,,,,"$4,950,000","$4,827,179","$41,250","$39,188","$40,226",https://remax.com.mx/propiedad/463543
Remax,Lago Lift,Granada,56,1,,,,1,1,1,,,,,,,,,,,"$4,950,000","$4,827,179","$88,393","$83,973","$86,200",https://remax.com.mx/propiedad/505650
Remax,Duna,Insurgentes Cuicuilco,85,2,,,,2,2,2,,,,,,,,,,,"$4,950,000","$4,827,179","$58,119","$55,213","$56,677",https://remax.com.mx/propiedad/491434
Remax,Ejercito Nacional,Polanco V Seccion,120,3,,,,0,3,2.5,,,,,,,,,,,"$4,950,000","$4,827,179","$41,250","$39,188","$40,226",https://remax.com.mx/propiedad/502776
Remax,Calz. De Tlalpan ,El Reloj,118,3,,,,,3,2.5,,,,,,,,,,,"$4,950,000","$4,827,179","$41,949","$39,852","$40,908",https://remax.com.mx/propiedad/500646
Remax,Recreo,Del Valle Centro,146,4,,,,1,3,2,,,,,,,,,,,"$4,950,000","$4,827,179","$33,904","$32,209","$33,063",https://remax.com.mx/propiedad/500391
Remax,Lago Meru,Granada,153,4,,,,1,3,2,,,,,,,,,,,"$4,950,000","$4,827,179","$32,353","$30,735","$31,550",https://remax.com.mx/propiedad/494422
Remax,"Cerrada De Ferrocarril De Cuernavaca  "" Carso Van Gogh """,Ampliacion Granada,74,2,,,,1,1,1.5,,,,,,,,,,,"$4,950,000","$4,827,179","$67,347","$63,980","$65,676",https://remax.com.mx/propiedad/489229
Remax,Granados,Cuajimalpa,91,3,,,,2,3,2,,,,,,,,,,,"$4,950,000","$4,827,179","$54,217","$51,506","$52,872",https://remax.com.mx/propiedad/460426
Remax,Av. Cuauhtemoc,Letran Valle,94,3,,,,2,3,2,,,,,,,,,,,"$4,950,000","$4,827,179","$52,660","$50,027","$51,353",https://remax.com.mx/propiedad/459023
Remax,Calz. Desierto De Los Leones ,Tetelpan,96,3,,,,,2,2,,,,,,,,,,,"$4,950,000","$4,827,179","$51,563","$48,984","$50,283",https://remax.com.mx/propiedad/457089
Remax,Margaritas,Lomas de Memetla,108,3,,,,1,2,2,,,,,,,,,,,"$4,975,000","$4,852,179","$46,065","$43,762","$44,928",https://remax.com.mx/propiedad/454833
Remax,Felix Cuevas,Del Valle Centro,126,3,,,,1,3,3,,,,,,,,,,,"$4,975,000","$4,852,179","$39,484","$37,510","$38,509",https://remax.com.mx/propiedad/502912
Remax,Zamora,Condesa,84,2,,,,1,2,2,,,,,,,,,,,"$4,980,000","$4,857,179","$59,286","$56,321","$57,824",https://remax.com.mx/propiedad/489059
Remax,Blvd. Adolfo Lopez Mateos,Los Alpes,76,2,,,,2,2,2,,,,,,,,,,,"$4,982,000","$4,859,179","$65,553","$62,275","$63,937",https://remax.com.mx/propiedad/459891
Remax,"Be Grand Contadero  , Carretera Mexico Toluca",Contadero,97,3,,,,2,2,2,,,,,,,,,,,"$4,990,000","$4,867,179","$51,443","$48,871","$50,177",https://remax.com.mx/propiedad/483265
Remax,Holbein ,Nochebuena,140,4,,,,1,2,2,,,,,,,,,,,"$5,000,000","$4,877,179","$35,714","$33,929","$34,837",https://remax.com.mx/propiedad/442381
Remax,Londres,Juarez,97,3,,,,,2,1,,,,,,,,,,,"$5,000,000","$4,877,179","$51,546","$48,969","$50,280",https://remax.com.mx/propiedad/482431
Remax,Londres,Juarez,97,3,,,,,2,1,,,,,,,,,,,"$5,000,000","$4,877,179","$51,546","$48,969","$50,280",https://remax.com.mx/propiedad/482431
Remax,Cerrada De La Paz,Escandon I Seccion,81,2,,,,1,2,2,,,,,,,,,,,"$5,000,000","$4,877,179","$61,728","$58,642","$60,212",https://remax.com.mx/propiedad/495977
Remax,Rio Tiber ,Cuauhtemoc,90,2,,,,1,2,2,,,,,,,,,,,"$5,000,000","$4,877,179","$55,556","$52,778","$54,191",https://remax.com.mx/propiedad/493634
Remax,Cumbres De Acultzingo,Lomas Altas,70,2,,,,1,1,1,,,,,,,,,,,"$5,000,000","$4,877,179","$71,429","$67,857","$69,674",https://remax.com.mx/propiedad/490733
Remax,Prolongacion Paseo De La Reforma ,Santa Fe,102,3,,,,2,2,2,,,,,,,,,,,"$5,000,000","$4,877,179","$49,020","$46,569","$47,815",https://remax.com.mx/propiedad/491745
Remax,Mayorazgo Higuera,Xoco,94,3,,,,3,2,2,,,,,,,,,,,"$5,000,000","$4,877,179","$53,191","$50,532","$51,885",https://remax.com.mx/propiedad/490689
Remax,Av Popocatepelt,Xoco,81,2,,,,2,2,2,,,,,,,,,,,"$5,000,000","$4,877,179","$61,950","$58,853","$60,428",https://remax.com.mx/propiedad/489241
Remax,Calzada De Tlalpan,El Reloj,132,4,,,,3,3,2.5,,,,,,,,,,,"$5,000,000","$4,877,179","$38,023","$36,122","$37,089",https://remax.com.mx/propiedad/488836
Remax,Cerrada De La Paz,Escandon I Seccion,81,2,,,,1,2,2,,,,,,,,,,,"$5,000,000","$4,877,179","$61,728","$58,642","$60,212",https://remax.com.mx/propiedad/495977
Remax,Rio Tiber ,Cuauhtemoc,90,2,,,,1,2,2,,,,,,,,,,,"$5,000,000","$4,877,179","$55,556","$52,778","$54,191",https://remax.com.mx/propiedad/493634
Remax,Cumbres De Acultzingo,Lomas Altas,70,2,,,,1,1,1,,,,,,,,,,,"$5,000,000","$4,877,179","$71,429","$67,857","$69,674",https://remax.com.mx/propiedad/490733
Remax,Prolongacion Paseo De La Reforma ,Santa Fe,102,3,,,,2,2,2,,,,,,,,,,,"$5,000,000","$4,877,179","$49,020","$46,569","$47,815",https://remax.com.mx/propiedad/491745
Remax,Mayorazgo Higuera,Xoco,94,3,,,,3,2,2,,,,,,,,,,,"$5,000,000","$4,877,179","$53,191","$50,532","$51,885",https://remax.com.mx/propiedad/490689
Remax,Av Popocatepelt,Xoco,81,2,,,,2,2,2,,,,,,,,,,,"$5,000,000","$4,877,179","$61,950","$58,853","$60,428",https://remax.com.mx/propiedad/489241
Remax,Calzada De Tlalpan,El Reloj,132,4,,,,3,3,2.5,,,,,,,,,,,"$5,000,000","$4,877,179","$38,023","$36,122","$37,089",https://remax.com.mx/propiedad/488836
Remax,Río Tiber,Cuauhtemoc,103,3,,,,1,2,2,,,,,,,,,,,"$5,015,000","$4,892,179","$48,689","$46,255","$47,497",https://remax.com.mx/propiedad/490330
Remax,Nebraska ,Napoles,88,2,,,,2,2,2,,,,,,,,,,,"$5,016,000","$4,893,179","$57,000","$54,150","$55,604",https://remax.com.mx/propiedad/478926
Remax,Altadena,Napoles,80,2,,,,2,2,2,,,,,,,,,,,"$5,050,000","$4,927,179","$63,125","$59,969","$61,590",https://remax.com.mx/propiedad/460039
Remax,Rio Panuco,Cuauhtemoc,70,2,,,,1,2,2,,,,,,,,,,,"$5,064,591","$4,941,770","$72,351","$68,734","$70,597",https://remax.com.mx/propiedad/468313
Remax,Zacatecas,Cuauhtemoc,90,2,,,,0,2,2,,,,,,,,,,,"$5,066,920","$4,944,099","$56,500","$53,675","$55,130",https://remax.com.mx/propiedad/448397
Remax,Gabriel Mancera ,Del Valle Norte,110,3,,,,2,3,2,,,,,,,,,,,"$5,078,000","$4,955,179","$46,164","$43,855","$45,047",https://remax.com.mx/propiedad/449549
Remax,Holbein,Ciudad de los Deportes,84,2,,,,1,2,2,,,,,,,,,,,"$5,084,718","$4,961,897","$60,532","$57,506","$59,070",https://remax.com.mx/propiedad/488573
Remax,Avenida Rio San Joaquin,Ampliacion Granada,63,1,,,,1,1,1,,,,,,,,,,,"$5,100,000","$4,977,179","$80,952","$76,905","$79,003",https://remax.com.mx/propiedad/503430
Remax,"Be Grand Contadero, Carretera Mexico Toluca",Contadero,80,2,,,,2,2,2,,,,,,,,,,,"$5,100,000","$4,977,179","$63,750","$60,563","$62,215",https://remax.com.mx/propiedad/493304
Remax,Dr. Jose Ma Vertiz,Narvarte Oriente,85,2,,,,1,2,2,,,,,,,,,,,"$5,100,000","$4,977,179","$60,000","$57,000","$58,555",https://remax.com.mx/propiedad/490586
Remax,Rio Amazonas ,Cuauhtemoc,82,2,,,,1,2,2,,,,,,,,,,,"$5,100,000","$4,977,179","$62,195","$59,085","$60,697",https://remax.com.mx/propiedad/490429
Remax,Cerrada De  Veracruz,Jesus del Monte,169,4,,,,2,2,2,,,,,,,,,,,"$5,100,000","$4,977,179","$30,178","$28,669","$29,451",https://remax.com.mx/propiedad/482129
Remax,Prolongación Paseo De La Reforma ,Lomas de Santa Fe,105,3,,,,2,2,2,,,,,,,,,,,"$5,110,088","$4,987,267","$48,668","$46,234","$47,498",https://remax.com.mx/propiedad/505183
Remax,The Point Prolongación Paseo De La Reforma,Santa Fe Cuajimalpa,108,3,,,,2,2,2,,,,,,,,,,,"$5,121,098","$4,998,277","$47,418","$45,047","$46,280",https://remax.com.mx/propiedad/444012
Remax,Prolongación Paseo De La Reforma ,Santa Fe,81,2,,,,2,2,2,,,,,,,,,,,"$5,150,000","$5,027,179","$63,580","$60,401","$62,064",https://remax.com.mx/propiedad/468089
Remax,Arquimedes ,Polanco V Seccion,60,1,,,,1,1,1,,,,,,,,,,,"$5,150,000","$5,027,179","$85,833","$81,542","$83,786",https://remax.com.mx/propiedad/441653
Remax,Jose Maria Rico ,Del Valle Sur,100,3,,,,2,2,2.5,,,,,,,,,,,"$5,150,000","$5,027,179","$51,500","$48,925","$50,272",https://remax.com.mx/propiedad/478938
Remax,Patriotismo ,Mixcoac,78,2,,,,2,2,2,,,,,,,,,,,"$5,150,000","$5,027,179","$66,026","$62,724","$64,451",https://remax.com.mx/propiedad/463212
Remax,Granados,Cuajimalpa,98,3,,,,2,2,2.5,,,,,,,,,,,"$5,150,000","$5,027,179","$52,551","$49,923","$51,298",https://remax.com.mx/propiedad/460411
Remax,Lago Mask,Granada,83,2,,,,2,2,2,,,,,,,,,,,"$5,174,000","$5,051,179","$62,009","$58,908","$60,537",https://remax.com.mx/propiedad/497830
Remax,Culiacan,Hipodromo,100,3,,,,1,2,2,,,,,,,,,,,"$5,200,000","$5,077,179","$52,000","$49,400","$50,772",https://remax.com.mx/propiedad/491474
Remax,Colina,Ampliacion Las aguilas,162,4,,,,2,3,3,,,,,,,,,,,"$5,200,000","$5,077,179","$32,099","$30,494","$31,341",https://remax.com.mx/propiedad/504487
Remax,Moras,Del Valle Sur,156,4,,,,1,2,2,,,,,,,,,,,"$5,200,000","$5,077,179","$33,333","$31,667","$32,546",https://remax.com.mx/propiedad/504672
Remax,Uxmal,Narvarte Poniente,149,4,,,,2,3,2,,,,,,,,,,,"$5,200,000","$5,077,179","$34,899","$33,154","$34,075",https://remax.com.mx/propiedad/501981
Remax,Algeciras,Insurgentes Mixcoac,144,4,,,,1,3,2,,,,,,,,,,,"$5,200,000","$5,077,179","$36,111","$34,306","$35,258",https://remax.com.mx/propiedad/499790
Remax,Juan Escutia,Condesa,101,3,,,,2,2,1,,,,,,,,,,,"$5,200,000","$5,077,179","$51,485","$48,911","$50,269",https://remax.com.mx/propiedad/490661
Remax,Prol Paseo De La Reforma ,Lomas de Santa Fe,76,2,,,,2,2,2,,,,,,,,,,,"$5,200,000","$5,077,179","$68,421","$65,000","$66,805",https://remax.com.mx/propiedad/472169
Remax,Shakespeare,Anzures,83,2,,,,2,2,2,,,,,,,,,,,"$5,200,000","$5,077,179","$62,651","$59,518","$61,171",https://remax.com.mx/propiedad/461561
Remax,Gobernador Jose Moran,San Miguel Chapultepec I Seccion,101,3,,,,1,2,2,,,,,,,,,,,"$5,225,001","$5,102,180","$51,687","$49,102","$50,472",https://remax.com.mx/propiedad/418103
